species,class
Sylvia borin,Birds
Sylvia buryi,Birds
Sylvia cantillans,Birds
Sylvia communis,Birds
Sylvia conspicillata,Birds
Sylvia curruca,Birds
Sylvia deserticola,Birds
Sylvia hortensis,Birds
Sylvia layardi,Birds
Sylvia leucomelaena,Birds
Sylvia lugens,Birds
Sylvia melanocephala,Birds
Sylvia melanothorax,Birds
Sylvia minula,Birds
Sylvia mystacea,Birds
Sylvia nana,Birds
Sylvia nisoria,Birds
Sylvia rueppelli,Birds
Sylvia sarda,Birds
Sylvia subcaerulea,Birds
Sylvia undata,Birds
Sylvietta brachyura,Birds
Sylvietta denti,Birds
Sylvietta isabellina,Birds
Sylvietta leucophrys,Birds
Sylvietta philippae,Birds
Sylvietta rufescens,Birds
Sylvietta ruficapilla,Birds
Sylvietta virens,Birds
Sylvietta whytii,Birds
Sylviorthorhynchus desmursii,Birds
Sylviparus modestus,Birds
Syma megarhyncha,Birds
Syma torotoro,Birds
Synallaxis albescens,Birds
Synallaxis albigularis,Birds
Synallaxis albilora,Birds
Synallaxis azarae,Birds
Synallaxis beverlyae,Birds
Synallaxis brachyura,Birds
Synallaxis cabanisi,Birds
Synallaxis candei,Birds
Synallaxis castanea,Birds
Synallaxis cherriei,Birds
Synallaxis cinerascens,Birds
Synallaxis cinnamomea,Birds
Synallaxis courseni,Birds
Synallaxis erythrothorax,Birds
Synallaxis frontalis,Birds
Synallaxis fuscorufa,Birds
Synallaxis gujanensis,Birds
Synallaxis hypospodia,Birds
Synallaxis infuscata,Birds
Synallaxis kollari,Birds
Synallaxis macconnelli,Birds
Synallaxis maranonica,Birds
Synallaxis moesta,Birds
Synallaxis propinqua,Birds
Synallaxis ruficapilla,Birds
Synallaxis rutilans,Birds
Synallaxis scutata,Birds
Synallaxis spixi,Birds
Synallaxis stictothorax,Birds
Synallaxis subpudica,Birds
Synallaxis tithys,Birds
Synallaxis unirufa,Birds
Synallaxis whitneyi,Birds
Synallaxis zimmeri,Birds
Syndactyla dimidiata,Birds
Syndactyla guttulata,Birds
Syndactyla roraimae,Birds
Syndactyla ruficollis,Birds
Syndactyla rufosuperciliata,Birds
Syndactyla subalaris,Birds
Synoicus adansonii,Birds
Synoicus chinensis,Birds
Synoicus ypsilophorus,Birds
Synthliboramphus antiquus,Birds
Synthliboramphus craveri,Birds
Synthliboramphus hypoleucus,Birds
Synthliboramphus scrippsi,Birds
Synthliboramphus wumizusume,Birds
Sypheotides indicus,Birds
Syrigma sibilatrix,Birds
Syrmaticus ellioti,Birds
Syrmaticus humiae,Birds
Syrmaticus mikado,Birds
Syrmaticus reevesii,Birds
Syrmaticus soemmerringii,Birds
Syrrhaptes paradoxus,Birds
Syrrhaptes tibetanus,Birds
Systellura decussata,Birds
Systellura longirostris,Birds
Systellura roraimae,Birds
Taccocua leschenaultii,Birds
Tachornis furcata,Birds
Tachornis phoenicobia,Birds
Tachornis squamata,Birds
Tachuris rubrigastra,Birds
Tachybaptus dominicus,Birds
Tachybaptus novaehollandiae,Birds
Tachybaptus pelzelnii,Birds
Tachybaptus ruficollis,Birds
Tachycineta albilinea,Birds
Tachycineta albiventer,Birds
Tachycineta bicolor,Birds
Tachycineta cyaneoviridis,Birds
Tachycineta euchrysea,Birds
Tachycineta leucorrhoa,Birds
Tachycineta meyeni,Birds
Tachycineta stolzmanni,Birds
Tachycineta thalassina,Birds
Tachyeres brachypterus,Birds
Tachyeres leucocephalus,Birds
Tachyeres patachonicus,Birds
Tachyeres pteneres,Birds
Tachymarptis aequatorialis,Birds
Tachymarptis melba,Birds
Tachyphonus coronatus,Birds
Tachyphonus cristatus,Birds
Tachyphonus delatrii,Birds
Tachyphonus luctuosus,Birds
Tachyphonus phoenicius,Birds
Tachyphonus rufiventer,Birds
Tachyphonus rufus,Birds
Tachyphonus surinamus,Birds
Tadorna cana,Birds
Tadorna cristata,Birds
Tadorna ferruginea,Birds
Tadorna tadorna,Birds
Tadorna tadornoides,Birds
Tadorna variegata,Birds
Taeniopygia bichenovii,Birds
Taeniopygia guttata,Birds
Taeniotriccus andrei,Birds
Talegalla cuvieri,Birds
Talegalla fuscirostris,Birds
Talegalla jobiensis,Birds
Tangara argyrofenges,Birds
Tangara arthus,Birds
Tangara cabanisi,Birds
Tangara callophrys,Birds
Tangara cayana,Birds
Tangara chilensis,Birds
Tangara chrysotis,Birds
Tangara cucullata,Birds
Tangara cyanicollis,Birds
Tangara cyanocephala,Birds
Tangara cyanoptera,Birds
Tangara cyanotis,Birds
Tangara cyanoventris,Birds
Tangara desmaresti,Birds
Tangara dowii,Birds
Tangara fastuosa,Birds
Tangara florida,Birds
Tangara fucosa,Birds
Tangara guttata,Birds
Tangara gyrola,Birds
Tangara heinei,Birds
Tangara icterocephala,Birds
Tangara inornata,Birds
Tangara johannae,Birds
Tangara labradorides,Birds
Tangara larvata,Birds
Tangara lavinia,Birds
Tangara mexicana,Birds
Tangara meyerdeschauenseei,Birds
Tangara nigrocincta,Birds
Tangara nigroviridis,Birds
Tangara palmeri,Birds
Tangara parzudakii,Birds
Tangara peruviana,Birds
Tangara phillipsi,Birds
Tangara preciosa,Birds
Tangara punctata,Birds
Tangara ruficervix,Birds
Tangara rufigenis,Birds
Tangara rufigula,Birds
Tangara schrankii,Birds
Tangara seledon,Birds
Tangara varia,Birds
Tangara vassorii,Birds
Tangara velia,Birds
Tangara viridicollis,Birds
Tangara vitriolina,Birds
Tangara xanthocephala,Birds
Tangara xanthogastra,Birds
Tanygnathus gramineus,Birds
Tanygnathus lucionensis,Birds
Tanygnathus megalorynchos,Birds
Tanygnathus sumatranus,Birds
Tanysiptera carolinae,Birds
Tanysiptera danae,Birds
Tanysiptera ellioti,Birds
Tanysiptera galatea,Birds
Tanysiptera hydrocharis,Birds
Tanysiptera nigriceps,Birds
Tanysiptera nympha,Birds
Tanysiptera riedelii,Birds
Tanysiptera sylvia,Birds
Taoniscus nanus,Birds
Tapera naevia,Birds
Taphrolesbia griseiventris,Birds
Taphrospilus hypostictus,Birds
Taraba major,Birds
Tarphonomus certhioides,Birds
Tarphonomus harterti,Birds
Tarsiger chrysaeus,Birds
Tarsiger cyanurus,Birds
Tarsiger hyperythrus,Birds
Tarsiger indicus,Birds
Tarsiger johnstoniae,Birds
Tauraco bannermani,Birds
Tauraco corythaix,Birds
Tauraco erythrolophus,Birds
Tauraco fischeri,Birds
Tauraco hartlaubi,Birds
Tauraco leucolophus,Birds
Tauraco leucotis,Birds
Tauraco livingstonii,Birds
Tauraco macrorhynchus,Birds
Tauraco persa,Birds
Tauraco ruspolii,Birds
Tauraco schalowi,Birds
Tauraco schuettii,Birds
Tchagra australis,Birds
Tchagra jamesi,Birds
Tchagra minutus,Birds
Tchagra senegalus,Birds
Tchagra tchagra,Birds
Telacanthura melanopygia,Birds
Telacanthura ussheri,Birds
Teledromas fuscus,Birds
Telespiza cantans,Birds
Telespiza ultima,Birds
Telophorus bocagei,Birds
Telophorus dohertyi,Birds
Telophorus kupeensis,Birds
Telophorus multicolor,Birds
Telophorus nigrifrons,Birds
Telophorus olivaceus,Birds
Telophorus quadricolor,Birds
Telophorus sulfureopectus,Birds
Telophorus viridis,Birds
Telophorus zeylonus,Birds
Temnotrogon roseigaster,Birds
Temnurus temnurus,Birds
Tephrodornis gularis,Birds
Tephrodornis pondicerianus,Birds
Tephrozosterops stalkeri,Birds
Terathopius ecaudatus,Birds
Terenotriccus erythrurus,Birds
Terenura callinota,Birds
Terenura humeralis,Birds
Terenura maculata,Birds
Terenura sharpei,Birds
Terenura sicki,Birds
Terenura spodioptila,Birds
Teretistris fernandinae,Birds
Teretistris fornsi,Birds
Terpsiphone atrocaudata,Birds
Terpsiphone atrochalybeia,Birds
Terpsiphone bedfordi,Birds
Terpsiphone bourbonnensis,Birds
Terpsiphone cinnamomea,Birds
Terpsiphone corvina,Birds
Terpsiphone cyanescens,Birds
Terpsiphone mutata,Birds
Terpsiphone paradisi,Birds
Terpsiphone rufiventer,Birds
Terpsiphone rufocinerea,Birds
Terpsiphone viridis,Birds
Tersina viridis,Birds
Tesia castaneocoronata,Birds
Tesia cyaniventer,Birds
Tesia everetti,Birds
Tesia olivea,Birds
Tesia superciliaris,Birds
Tetrao urogalloides,Birds
Tetrao urogallus,Birds
Tetraogallus altaicus,Birds
Tetraogallus caspius,Birds
Tetraogallus caucasicus,Birds
Tetraogallus himalayensis,Birds
Tetraogallus tibetanus,Birds
Tetraophasis obscurus,Birds
Tetraophasis szechenyii,Birds
Tetrax tetrax,Birds
Thalassarche bulleri,Birds
Thalassarche carteri,Birds
Thalassarche cauta,Birds
Thalassarche chlororhynchos,Birds
Thalassarche chrysostoma,Birds
Thalassarche eremita,Birds
Thalassarche impavida,Birds
Thalassarche melanophris,Birds
Thalassarche salvini,Birds
Thalassarche steadi,Birds
Thalasseus bengalensis,Birds
Thalasseus bergii,Birds
Thalasseus bernsteini,Birds
Thalasseus elegans,Birds
Thalasseus maximus,Birds
Thalasseus sandvicensis,Birds
Thalassoica antarctica,Birds
Thalassornis leuconotus,Birds
Thalurania colombica,Birds
Thalurania furcata,Birds
Thalurania glaucopis,Birds
Thalurania ridgwayi,Birds
Thalurania watertonii,Birds
Thamnistes anabatinus,Birds
Thamnolaea cinnamomeiventris,Birds
Thamnomanes ardesiacus,Birds
Thamnomanes caesius,Birds
Thamnomanes saturninus,Birds
Thamnomanes schistogynus,Birds
Thamnophilus aethiops,Birds
Thamnophilus amazonicus,Birds
Thamnophilus ambiguus,Birds
Thamnophilus aroyae,Birds
Thamnophilus atrinucha,Birds
Thamnophilus bridgesi,Birds
Thamnophilus caerulescens,Birds
Thamnophilus cryptoleucus,Birds
Thamnophilus divisorius,Birds
Thamnophilus doliatus,Birds
Thamnophilus insignis,Birds
Thamnophilus multistriatus,Birds
Thamnophilus murinus,Birds
Thamnophilus nigriceps,Birds
Thamnophilus nigrocinereus,Birds
Thamnophilus palliatus,Birds
Thamnophilus pelzelni,Birds
Thamnophilus praecox,Birds
Thamnophilus punctatus,Birds
Thamnophilus ruficapillus,Birds
Thamnophilus schistaceus,Birds
Thamnophilus stictocephalus,Birds
Thamnophilus sticturus,Birds
Thamnophilus tenuepunctatus,Birds
Thamnophilus torquatus,Birds
Thamnophilus unicolor,Birds
Thamnophilus zarumae,Birds
Thamnornis chloropetoides,Birds
Thaumastura cora,Birds
Thaumatibis gigantea,Birds
Theristicus branickii,Birds
Theristicus caerulescens,Birds
Theristicus caudatus,Birds
Theristicus melanopis,Birds
Thescelocichla leucopleura,Birds
Thinocorus orbignyianus,Birds
Thinocorus rumicivorus,Birds
Thinornis cucullatus,Birds
Thinornis novaeseelandiae,Birds
Thlypopsis fulviceps,Birds
Thlypopsis inornata,Birds
Thlypopsis ornata,Birds
Thlypopsis pectoralis,Birds
Thlypopsis ruficeps,Birds
Thlypopsis sordida,Birds
Thraupis abbas,Birds
Thraupis bonariensis,Birds
Thraupis cyanocephala,Birds
Thraupis cyanoptera,Birds
Thraupis episcopus,Birds
Thraupis glaucocolpa,Birds
Thraupis ornata,Birds
Thraupis palmarum,Birds
Thraupis sayaca,Birds
Threnetes leucurus,Birds
Threnetes niger,Birds
Threnetes ruckeri,Birds
Threskiornis aethiopicus,Birds
Threskiornis bernieri,Birds
Threskiornis melanocephalus,Birds
Threskiornis moluccus,Birds
Threskiornis spinicollis,Birds
Thripadectes flammulatus,Birds
Thripadectes holostictus,Birds
Thripadectes ignobilis,Birds
Thripadectes melanorhynchus,Birds
Thripadectes rufobrunneus,Birds
Thripadectes scrutator,Birds
Thripadectes virgaticeps,Birds
Thripophaga berlepschi,Birds
Thripophaga cherriei,Birds
Thripophaga fusciceps,Birds
Thripophaga macroura,Birds
Thryomanes bewickii,Birds
Thryorchilus browni,Birds
Thryothorus atrogularis,Birds
Thryothorus coraya,Birds
Thryothorus eisenmanni,Birds
Thryothorus euophrys,Birds
Thryothorus fasciatoventris,Birds
Thryothorus felix,Birds
Thryothorus genibarbis,Birds
Thryothorus griseus,Birds
Thryothorus guarayanus,Birds
Thryothorus leucopogon,Birds
Thryothorus leucotis,Birds
Thryothorus longirostris,Birds
Thryothorus ludovicianus,Birds
Thryothorus maculipectus,Birds
Thryothorus modestus,Birds
Thryothorus mystacalis,Birds
Thryothorus nicefori,Birds
Thryothorus nigricapillus,Birds
Thryothorus pleurostictus,Birds
Thryothorus rufalbus,Birds
Thryothorus rutilus,Birds
Thryothorus sclateri,Birds
Thryothorus semibadius,Birds
Thryothorus sinaloa,Birds
Thryothorus spadix,Birds
Thryothorus superciliaris,Birds
Thryothorus thoracicus,Birds
Tiaris bicolor,Birds
Tiaris canorus,Birds
Tiaris fuliginosus,Birds
Tiaris obscurus,Birds
Tiaris olivaceus,Birds
Tichodroma muraria,Birds
Tickellia hodgsoni,Birds
Tigriornis leucolopha,Birds
Tigrisoma fasciatum,Birds
Tigrisoma lineatum,Birds
Tigrisoma mexicanum,Birds
Tijuca atra,Birds
Tijuca condita,Birds
Tilmatura dupontii,Birds
Timalia pileata,Birds
Timeliopsis fulvigula,Birds
Timeliopsis griseigula,Birds
Tinamotis ingoufi,Birds
Tinamotis pentlandii,Birds
Tinamus guttatus,Birds
Tinamus major,Birds
Tinamus osgoodi,Birds
Tinamus solitarius,Birds
Tinamus tao,Birds
Tityra cayana,Birds
Tityra inquisitor,Birds
Tityra semifasciata,Birds
Tmetothylacus tenellus,Birds
Tockus damarensis,Birds
Tockus deckeni,Birds
Tockus erythrorhynchus,Birds
Tockus flavirostris,Birds
Tockus jacksoni,Birds
Tockus leucomelas,Birds
Tockus monteiri,Birds
Todiramphus albonotatus,Birds
Todiramphus australasia,Birds
Todiramphus chloris,Birds
Todiramphus diops,Birds
Todiramphus enigma,Birds
Todiramphus farquhari,Birds
Todiramphus funebris,Birds
Todiramphus gambieri,Birds
Todiramphus godeffroyi,Birds
Todiramphus lazuli,Birds
Todiramphus leucopygius,Birds
Todiramphus macleayii,Birds
Todiramphus nigrocyaneus,Birds
Todiramphus pelewensis,Birds
Todiramphus pyrrhopygius,Birds
Todiramphus recurvirostris,Birds
Todiramphus reichenbachii,Birds
Todiramphus ruficollaris,Birds
Todiramphus sanctus,Birds
Todiramphus saurophagus,Birds
Todiramphus tutus,Birds
Todiramphus veneratus,Birds
Todiramphus winchelli,Birds
Todiramphus youngi,Birds
Todirostrum chrysocrotaphum,Birds
Todirostrum cinereum,Birds
Todirostrum maculatum,Birds
Todirostrum nigriceps,Birds
Todirostrum pictum,Birds
Todirostrum poliocephalum,Birds
Todirostrum viridanum,Birds
Todus angustirostris,Birds
Todus mexicanus,Birds
Todus multicolor,Birds
Todus subulatus,Birds
Todus todus,Birds
Tolmomyias assimilis,Birds
Tolmomyias flaviventris,Birds
Tolmomyias poliocephalus,Birds
Tolmomyias sulphurescens,Birds
Tolmomyias traylori,Birds
Topaza pella,Birds
Topaza pyra,Birds
Torgos tracheliotos,Birds
Torreornis inexpectata,Birds
Touit batavicus,Birds
Touit costaricensis,Birds
Touit dilectissimus,Birds
Touit huetii,Birds
Touit melanonotus,Birds
Touit purpuratus,Birds
Touit stictopterus,Birds
Touit surdus,Birds
Toxorhamphus iliolophus,Birds
Toxorhamphus novaeguineae,Birds
Toxorhamphus poliopterus,Birds
Toxostoma bendirei,Birds
Toxostoma cinereum,Birds
Toxostoma crissale,Birds
Toxostoma curvirostre,Birds
Toxostoma guttatum,Birds
Toxostoma lecontei,Birds
Toxostoma longirostre,Birds
Toxostoma ocellatum,Birds
Toxostoma redivivum,Birds
Toxostoma rufum,Birds
Trachylaemus goffinii,Birds
Trachylaemus purpuratus,Birds
Trachylaemus togoensis,Birds
Trachyphonus darnaudii,Birds
Trachyphonus emini,Birds
Trachyphonus erythrocephalus,Birds
Trachyphonus margaritatus,Birds
Trachyphonus usambiro,Birds
Trachyphonus vaillantii,Birds
Tragopan blythii,Birds
Tragopan caboti,Birds
Tragopan melanocephalus,Birds
Tragopan satyra,Birds
Tragopan temminckii,Birds
Tregellasia capito,Birds
Tregellasia leucops,Birds
Treron affinis,Birds
Treron apicauda,Birds
Treron aromaticus,Birds
Treron australis,Birds
Treron axillaris,Birds
Treron bicinctus,Birds
Treron calvus,Birds
Treron capellei,Birds
Treron chloropterus,Birds
Treron curvirostra,Birds
Treron delalandii,Birds
Treron floris,Birds
Treron formosae,Birds
Treron fulvicollis,Birds
Treron griseicauda,Birds
Treron griveaudi,Birds
Treron olax,Birds
Treron oxyurus,Birds
Treron pembaensis,Birds
Treron permagnus,Birds
Treron phayrei,Birds
Treron phoenicopterus,Birds
Treron pompadora,Birds
Treron psittaceus,Birds
Treron sanctithomae,Birds
Treron seimundi,Birds
Treron sieboldii,Birds
Treron sphenurus,Birds
Treron teysmannii,Birds
Treron vernans,Birds
Treron waalia,Birds
Tribonyx mortierii,Birds
Tribonyx ventralis,Birds
Trichastoma bicolor,Birds
Trichastoma buettikoferi,Birds
Trichastoma celebense,Birds
Trichastoma pyrrogenys,Birds
Trichastoma rostratum,Birds
Trichastoma tickelli,Birds
Trichixos pyrropygus,Birds
Trichocichla rufa,Birds
Trichodere cockerelli,Birds
Trichoglossus capistratus,Birds
Trichoglossus chlorolepidotus,Birds
Trichoglossus euteles,Birds
Trichoglossus flavoviridis,Birds
Trichoglossus forsteni,Birds
Trichoglossus haematodus,Birds
Trichoglossus johnstoniae,Birds
Trichoglossus meyeri,Birds
Trichoglossus moluccanus,Birds
Trichoglossus ornatus,Birds
Trichoglossus rosenbergii,Birds
Trichoglossus rubiginosus,Birds
Trichoglossus rubritorquis,Birds
Trichoglossus weberi,Birds
Tricholaema diademata,Birds
Tricholaema frontata,Birds
Tricholaema hirsuta,Birds
Tricholaema lacrymosa,Birds
Tricholaema leucomelas,Birds
Tricholaema melanocephala,Birds
Tricholestes criniger,Birds
Trichothraupis melanops,Birds
Triclaria malachitacea,Birds
Trigonoceps occipitalis,Birds
Tringa brevipes,Birds
Tringa erythropus,Birds
Tringa flavipes,Birds
Tringa glareola,Birds
Tringa guttifer,Birds
Tringa incana,Birds
Tringa melanoleuca,Birds
Tringa nebularia,Birds
Tringa ochropus,Birds
Tringa semipalmata,Birds
Tringa solitaria,Birds
Tringa stagnatilis,Birds
Tringa totanus,Birds
Trochilus polytmus,Birds
Trochilus scitulus,Birds
Trochocercus cyanomelas,Birds
Trochocercus nitens,Birds
Troglodytes aedon,Birds
Troglodytes cobbi,Birds
Troglodytes monticola,Birds
Troglodytes ochraceus,Birds
Troglodytes rufociliatus,Birds
Troglodytes rufulus,Birds
Troglodytes sissonii,Birds
Troglodytes solstitialis,Birds
Troglodytes tanneri,Birds
Troglodytes troglodytes,Birds
Trogon ambiguus,Birds
Trogon aurantius,Birds
Trogon bairdii,Birds
Trogon chionurus,Birds
Trogon citreolus,Birds
Trogon clathratus,Birds
Trogon collaris,Birds
Trogon comptus,Birds
Trogon curucui,Birds
Trogon elegans,Birds
Trogon massena,Birds
Trogon melanocephalus,Birds
Trogon melanurus,Birds
Trogon mesurus,Birds
Trogon mexicanus,Birds
Trogon personatus,Birds
Trogon rufus,Birds
Trogon surrucura,Birds
Trogon violaceus,Birds
Trogon viridis,Birds
Trugon terrestris,Birds
Tumbezia salvini,Birds
Turacoena manadensis,Birds
Turacoena modesta,Birds
Turdinus atrigularis,Birds
Turdinus macrodactylus,Birds
Turdinus marmorata,Birds
Turdinus rufipectus,Birds
Turdoides affinis,Birds
Turdoides altirostris,Birds
Turdoides aylmeri,Birds
Turdoides bicolor,Birds
Turdoides caudata,Birds
Turdoides earlei,Birds
Turdoides fulva,Birds
Turdoides gularis,Birds
Turdoides gymnogenys,Birds
Turdoides hartlaubii,Birds
Turdoides hindei,Birds
Turdoides hypoleuca,Birds
Turdoides jardineii,Birds
Turdoides leucocephala,Birds
Turdoides leucopygia,Birds
Turdoides longirostris,Birds
Turdoides malcolmi,Birds
Turdoides melanops,Birds
Turdoides nipalensis,Birds
Turdoides plebejus,Birds
Turdoides reinwardii,Birds
Turdoides rubiginosa,Birds
Turdoides rufescens,Birds
Turdoides sharpei,Birds
Turdoides squamiceps,Birds
Turdoides squamulata,Birds
Turdoides striata,Birds
Turdoides subrufa,Birds
Turdoides tenebrosa,Birds
Turdus albicollis,Birds
Turdus albocinctus,Birds
Turdus amaurochalinus,Birds
Turdus assimilis,Birds
Turdus aurantius,Birds
Turdus bewsheri,Birds
Turdus boulboul,Birds
Turdus cardis,Birds
Turdus celaenops,Birds
Turdus chiguanco,Birds
Turdus chrysolaus,Birds
Turdus dissimilis,Birds
Turdus falcklandii,Birds
Turdus feae,Birds
Turdus flavipes,Birds
Turdus fulviventris,Birds
Turdus fumigatus,Birds
Turdus fuscater,Birds
Turdus grayi,Birds
Turdus haplochrous,Birds
Turdus hauxwelli,Birds
Turdus helleri,Birds
Turdus hortulorum,Birds
Turdus ignobilis,Birds
Turdus iliacus,Birds
Turdus infuscatus,Birds
Turdus jamaicensis,Birds
Turdus kessleri,Birds
Turdus lawrencii,Birds
Turdus leucomelas,Birds
Turdus leucops,Birds
Turdus lherminieri,Birds
Turdus libonyanus,Birds
Turdus ludoviciae,Birds
Turdus maculirostris,Birds
